Topic_Num,Topic_Perc_Contrib,Topic_Keywords,Page
19.0,0.7685,"market, company, economic, companies, business, price, economy, economics, capital, financial",profitability.txt
19.0,0.7683,"market, company, economic, companies, business, price, economy, economics, capital, financial",Financial_risk.txt
19.0,0.7651,"market, company, economic, companies, business, price, economy, economics, capital, financial",deposits.txt
19.0,0.7527,"market, company, economic, companies, business, price, economy, economics, capital, financial",Assets.txt
19.0,0.7527,"market, company, economic, companies, business, price, economy, economics, capital, financial",Asset.txt
19.0,0.7509,"market, company, economic, companies, business, price, economy, economics, capital, financial",macroeconomics.txt
19.0,0.7467,"market, company, economic, companies, business, price, economy, economics, capital, financial",money.txt
20.0,0.889,"data, computer, technology, software, system, information, systems, digital, based, design",DOS.txt
20.0,0.8782,"data, computer, technology, software, system, information, systems, digital, based, design",SD_cards.txt
20.0,0.8671,"data, computer, technology, software, system, information, systems, digital, based, design",windows.txt
20.0,0.8259,"data, computer, technology, software, system, information, systems, digital, based, design",USB.txt
20.0,0.8192,"data, computer, technology, software, system, information, systems, digital, based, design",digital_camera.txt
20.0,0.8137,"data, computer, technology, software, system, information, systems, digital, based, design",Regeneration_buffer.txt
20.0,0.7825,"data, computer, technology, software, system, information, systems, digital, based, design",Objective-C.txt
20.0,0.7753,"data, computer, technology, software, system, information, systems, digital, based, design",CPUs.txt
20.0,0.774,"data, computer, technology, software, system, information, systems, digital, based, design",desktop_publishing.txt
20.0,0.7729,"data, computer, technology, software, system, information, systems, digital, based, design",emulators.txt
20.0,0.7718,"data, computer, technology, software, system, information, systems, digital, based, design",Video.txt
20.0,0.7693,"data, computer, technology, software, system, information, systems, digital, based, design",Windows_XP.txt
20.0,0.7632,"data, computer, technology, software, system, information, systems, digital, based, design",Pentium_4.txt
20.0,0.7556,"data, computer, technology, software, system, information, systems, digital, based, design",RAM.txt
20.0,0.7489,"data, computer, technology, software, system, information, systems, digital, based, design",personal_computers.txt
21.0,0.8423,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Combined_cycle.txt
21.0,0.8364,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",micro_combined_heat_and_power.txt
21.0,0.8103,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Grid_energy_storage.txt
21.0,0.8058,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",electricity_production.txt
21.0,0.8055,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Load_following.txt
21.0,0.8044,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Cogeneration.txt
21.0,0.7841,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Power_station.txt
21.0,0.7795,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Repowering.txt
21.0,0.7734,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",solar_power.txt
21.0,0.7601,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",octane_rating.txt
21.0,0.7593,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",gas_engine.txt
21.0,0.7571,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Capacity_factor.txt
21.0,0.753,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Hydrogen_economy.txt
21.0,0.7466,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Bi-fuel_vehicle.txt
21.0,0.7461,"energy, power, fuel, gas, oil, heat, electricity, solar, efficiency, production",Base_load.txt
22.0,0.7746,"theory, science, systems, study, human, system, language, scientific, research, analysis",Language.txt
22.0,0.7746,"theory, science, systems, study, human, system, language, scientific, research, analysis",language.txt
22.0,0.754,"theory, science, systems, study, human, system, language, scientific, research, analysis",linguistics.txt
22.0,0.7291,"theory, science, systems, study, human, system, language, scientific, research, analysis",Mathematics.txt
22.0,0.7195,"theory, science, systems, study, human, system, language, scientific, research, analysis",systems_thinking.txt
22.0,0.719,"theory, science, systems, study, human, system, language, scientific, research, analysis",Generative_linguistics.txt
22.0,0.7096,"theory, science, systems, study, human, system, language, scientific, research, analysis",Semantics.txt
22.0,0.7088,"theory, science, systems, study, human, system, language, scientific, research, analysis",mental_models.txt
22.0,0.6899,"theory, science, systems, study, human, system, language, scientific, research, analysis",Theories.txt
22.0,0.6899,"theory, science, systems, study, human, system, language, scientific, research, analysis",theory.txt
22.0,0.683,"theory, science, systems, study, human, system, language, scientific, research, analysis",Dynamical_systems_theory.txt
22.0,0.669,"theory, science, systems, study, human, system, language, scientific, research, analysis",living_systems.txt
22.0,0.6624,"theory, science, systems, study, human, system, language, scientific, research, analysis",Complexity.txt
22.0,0.6594,"theory, science, systems, study, human, system, language, scientific, research, analysis",Cognitive.txt
22.0,0.6584,"theory, science, systems, study, human, system, language, scientific, research, analysis",Metalanguage.txt
23.0,0.7999,"social, political, society, work, history, movement, theory, book, women, published",Alexandre_Kojève.txt
23.0,0.7897,"social, political, society, work, history, movement, theory, book, women, published",Western_Marxism.txt
23.0,0.7631,"social, political, society, work, history, movement, theory, book, women, published",Jean-Luc_Nancy.txt
23.0,0.7601,"social, political, society, work, history, movement, theory, book, women, published",Bernard_Stiegler.txt
23.0,0.7596,"social, political, society, work, history, movement, theory, book, women, published",Philippe_Lacoue-Labarthe.txt
23.0,0.7547,"social, political, society, work, history, movement, theory, book, women, published",Gilbert_Simondon.txt
23.0,0.7511,"social, political, society, work, history, movement, theory, book, women, published",Henri_Lefebvre.txt
23.0,0.7467,"social, political, society, work, history, movement, theory, book, women, published",Maurice_Blanchot.txt
23.0,0.7434,"social, political, society, work, history, movement, theory, book, women, published",Herbert_Marcuse.txt
23.0,0.7433,"social, political, society, work, history, movement, theory, book, women, published",Feminist.txt
23.0,0.7433,"social, political, society, work, history, movement, theory, book, women, published",feminism.txt
23.0,0.7433,"social, political, society, work, history, movement, theory, book, women, published",Feminism.txt
23.0,0.7429,"social, political, society, work, history, movement, theory, book, women, published",Fredric_Jameson.txt
23.0,0.7414,"social, political, society, work, history, movement, theory, book, women, published",Marxist_criticism.txt
23.0,0.7356,"social, political, society, work, history, movement, theory, book, women, published",Libertarian_socialism.txt
24.0,0.8921,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",leukemia.txt
24.0,0.8654,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",inflammation.txt
24.0,0.862,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",cancer_treatments.txt
24.0,0.8523,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",Oncolytic_virus.txt
24.0,0.8396,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",rotavirus.txt
24.0,0.8354,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",Stem-cell_therapy.txt
24.0,0.8317,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",asthma.txt
24.0,0.8284,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",cancer.txt
24.0,0.827,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",Hybridoma_technology.txt
24.0,0.8262,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",estrogen.txt
24.0,0.8193,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",breast_cancer.txt
24.0,0.8158,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",Staphylococcus_aureus.txt
24.0,0.8155,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",birth_defects.txt
24.0,0.809,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",coagulation.txt
24.0,0.8062,"cells, cell, health, disease, human, body, medical, dna, protein, cancer",Diabetes.txt
